Number of Nodes,Operation,Hops
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
2000,insert,11
2000,search,11
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
5000,insert,4
5000,search,4
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
10000,insert,8
10000,search,8
