Number of Nodes,Operation,Hops,Average Hops
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
10000,insert,11,11.0
